400848	10	0.000000	1	31
4007e8	33	0.000000	1	317
4007ed	33	0.000000	1	317
4007f2	17	0.000000	1	317
4007f6	17	0.000000	1	317
4007fa	17	0.000000	1	317
4007fe	17	0.000000	1	317
400800	17	0.000000	1	317
400804	17	0.000000	1	317
400806	17	0.000000	1	317
40080a	17	0.000000	1	317
40081c	17	0.000000	1	317
400820	17	0.000000	1	317
400824	19	0.000000	1	317
400843	19	0.000000	1	317
400848	19	0.000000	1	317
4007e8	87	0.000000	1	37100281
4007ed	87	0.000000	1	37100281
4007f2	39	0.000000	1	37100281
4007f6	39	0.000000	1	37100281
4007fa	39	0.000000	1	37100281
4007fe	39	0.000000	1	37100281
400800	39	0.000000	1	37100281
400804	39	0.000000	1	37100281
400806	39	0.000000	1	37100281
40080a	39	0.000000	1	37100281
40081c	39	0.000000	1	37100281
400820	39	0.000000	1	37100281
400824	41	0.000000	1	37100281
400843	41	0.000000	1	37100281
400848	41	0.000000	1	37100281
4007e8	112	0.006623	250	22801754177
4007ed	112	0.003311	250	22801754177
4007f2	48	0.000000	250	22801754177
4007f6	48	0.009934	250	22801754177
4007fa	48	0.033113	250	22801754177
4007fe	48	0.026490	250	22801754177
400800	48	0.033113	250	22801754177
400804	48	0.026490	250	22801754177
400806	48	0.046358	250	22801754177
40080a	48	0.016556	250	22801754177
40081c	48	0.036424	250	22801754177
400820	48	0.016556	250	22801754177
400824	49	0.009934	250	22801754177
400843	49	0.019868	250	22801754177
400848	49	0.013245	250	22801754177
4007e8	70	0.000000	250	37100281
4007ed	70	0.000000	250	37100281
4007f2	30	0.000000	250	37100281
4007f6	30	0.000000	250	37100281
4007fa	30	0.000000	250	37100281
4007fe	30	0.000000	250	37100281
400800	30	0.000000	250	37100281
400804	30	0.000000	250	37100281
400806	30	0.000000	250	37100281
40080a	30	0.000000	250	37100281
40081c	30	0.000000	250	37100281
400820	30	0.000000	250	37100281
400824	31	0.000000	250	37100281
400843	31	0.000000	250	37100281
400848	31	0.000000	250	37100281
4007e8	105	0.000000	500	22801754177
4007ed	105	0.000000	500	22801754177
4007f2	45	0.026490	500	22801754177
4007f6	45	0.006623	500	22801754177
4007fa	45	0.013245	500	22801754177
4007fe	45	0.013245	500	22801754177
400800	45	0.019868	500	22801754177
400804	45	0.000000	500	22801754177
400806	45	0.000000	500	22801754177
40080a	45	0.013245	500	22801754177
40081c	45	0.000000	500	22801754177
400820	45	0.019868	500	22801754177
400824	46	0.006623	500	22801754177
400843	46	0.026490	500	22801754177
400848	46	0.013245	500	22801754177
4007e8	56	0.000000	500	37100281
4007ed	56	0.000000	500	37100281
4007f2	24	0.000000	500	37100281
4007f6	24	0.000000	500	37100281
4007fa	24	0.000000	500	37100281
4007fe	24	0.000000	500	37100281
400800	24	0.000000	500	37100281
400804	24	0.000000	500	37100281
400806	24	0.000000	500	37100281
40080a	24	0.000000	500	37100281
40081c	24	0.000000	500	37100281
400820	24	0.000000	500	37100281
400824	25	0.000000	500	37100281
400843	25	0.000000	500	37100281
400848	25	0.000000	500	37100281
4007e8	112	0.000000	50	22801754177
4007ed	112	0.000000	50	22801754177
4007f2	48	0.105960	50	22801754177
4007f6	48	0.117219	50	22801754177
4007fa	48	0.000000	50	22801754177
4007fe	48	0.000000	50	22801754177
400800	48	0.000000	50	22801754177
400804	48	0.117219	50	22801754177
400806	48	0.000000	50	22801754177
40080a	48	0.088079	50	22801754177
40081c	48	0.000000	50	22801754177
400820	48	0.095364	50	22801754177
400824	49	0.000000	50	22801754177
400843	49	0.067550	50	22801754177
400848	49	0.000000	50	22801754177
4007e8	77	0.000000	50	37100281
4007ed	77	0.000000	50	37100281
4007f2	33	0.000000	50	37100281
4007f6	33	0.000000	50	37100281
4007fa	33	0.000000	50	37100281
4007fe	33	0.000000	50	37100281
400800	33	0.000000	50	37100281
400804	33	0.000000	50	37100281
400806	33	0.000000	50	37100281
40080a	33	0.000000	50	37100281
40081c	33	0.000000	50	37100281
400820	33	0.000000	50	37100281
400824	34	0.000000	50	37100281
400843	34	0.000000	50	37100281
400848	34	0.000000	50	37100281
