4007e8	105	0.000000	500	22801754177
4007ed	105	0.000000	500	22801754177
4007f2	45	0.026490	500	22801754177
4007f6	45	0.006623	500	22801754177
4007fa	45	0.013245	500	22801754177
4007fe	45	0.013245	500	22801754177
400800	45	0.019868	500	22801754177
400804	45	0.000000	500	22801754177
400806	45	0.000000	500	22801754177
40080a	45	0.013245	500	22801754177
40081c	45	0.000000	500	22801754177
400820	45	0.019868	500	22801754177
400824	46	0.006623	500	22801754177
400843	46	0.026490	500	22801754177
400848	46	0.013245	500	22801754177
4007e8	56	0.000000	500	37100281
4007ed	56	0.000000	500	37100281
4007f2	24	0.000000	500	37100281
4007f6	24	0.000000	500	37100281
4007fa	24	0.000000	500	37100281
4007fe	24	0.000000	500	37100281
400800	24	0.000000	500	37100281
400804	24	0.000000	500	37100281
400806	24	0.000000	500	37100281
40080a	24	0.000000	500	37100281
40081c	24	0.000000	500	37100281
400820	24	0.000000	500	37100281
400824	25	0.000000	500	37100281
400843	25	0.000000	500	37100281
400848	25	0.000000	500	37100281
